id,name,actMin,actMax,maxHP,rotation,difficultyTier,difficulty,actionsPerTurn,handSize,primaryPurpose,statusRefs,specialAbilities,notes,spawnTable,extra
E_RAZOR_CLERIC_MK_II,Razor Cleric Mk II,1,1,43,3,Easy,4.3,1,3,Attack,,[],"Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Hacker Drone: 19% | Signal Imp: 18% | Patch Sprite: 18% | STOP: 45%,"{""Primary purpose"": ""Attack"", ""Actions / turn"": 1, ""Difficulty"": ""Easy"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Hacker Drone: 19% | Signal Imp: 18% | Patch Sprite: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +12 HP; deepen Attacker theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_ECHO_SHAMAN_SWARM,Echo Shaman Swarm,1,3,121,3,Elite,27.2,1,4,Debuff/DoT,,[],"Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Leak Wraith: 19% | Corrode Rat: 18% | Leak Wraith: 18% | STOP: 45%,"{""Primary purpose"": ""Debuff/DoT"", ""Actions / turn"": 1, ""Difficulty"": ""Elite"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Leak Wraith: 19% | Corrode Rat: 18% | Leak Wraith: 18% | STOP: 45%"", ""Dupes rule"": ""Allow"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +12 HP; deepen DoT theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 3"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_QUANTUM_POD_SUITE,Quantum Pod Suite,1,2,96,4,Hard,16.1,1,4,Defense/Tank,,[],"Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Firewall Pod: 34% | Signal Imp: 18% | Hacker Drone: 18% | STOP: 30%,"{""Primary purpose"": ""Defense/Tank"", ""Actions / turn"": 1, ""Difficulty"": ""Hard"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Firewall Pod: 34% | Signal Imp: 18% | Hacker Drone: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +12 HP; deepen Tank theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_NEON_SAPPER_MK_II,Neon Sapper Mk II,1,2,76,2,Hard,11.6,1,4,Support/Heal,,"[""Turn 1: plays 2 cards""]","Memorisable pool (5) with tiny deck variance (2/5). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Patch Sprite: 34% | Patch Sprite: 18% | Firewall Pod: 18% | STOP: 30%,"{""Primary purpose"": ""Support/Heal"", ""Actions / turn"": 1, ""Difficulty"": ""Hard"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Patch Sprite: 34% | Patch Sprite: 18% | Firewall Pod: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen Healer theme."", ""Special effects"": ""Turn 1: plays 2 cards."", ""Design notes / justification"": ""Memorisable pool (5) with tiny deck variance (2/5). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_HOLO_SHAMAN_MK_I,Holo Shaman Mk I,1,2,76,3,Normal,4.6,1,4,Defense/Tank,,[],"Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Firewall Pod: 19% | Leak Wraith: 18% | Firewall Pod: 18% | STOP: 45%,"{""Primary purpose"": ""Defense/Tank"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Firewall Pod: 19% | Leak Wraith: 18% | Firewall Pod: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Tank theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_HOLO_ENFORCER_MK_I,Holo Enforcer Mk I,1,2,65,3,Normal,7.7,1,3,Attack,,[],"Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Signal Imp: 19% | Firewall Pod: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Attack"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Signal Imp: 19% | Firewall Pod: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Attacker theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_VANTA_MARAUDER_MK_I,Vanta Marauder Mk I,1,1,39,2,Easy,3.6,1,4,Debuff/DoT,,"[""Turn 1: plays 2 cards""]","Memorisable pool (4) with tiny deck variance (2/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Leak Wraith: 19% | Hacker Drone: 18% | Patch Sprite: 18% | STOP: 45%,"{""Primary purpose"": ""Debuff/DoT"", ""Actions / turn"": 1, ""Difficulty"": ""Easy"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Leak Wraith: 19% | Hacker Drone: 18% | Patch Sprite: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen DoT theme."", ""Special effects"": ""Turn 1: plays 2 cards."", ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (2/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_PULSE_SHAMAN_SUITE,Pulse Shaman Suite,1,3,59,2,Normal,5.6,1,3,Economy pressure,,[],"Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Firewall Pod: 19% | Hacker Drone: 18% | Patch Sprite: 18% | STOP: 45%,"{""Primary purpose"": ""Economy pressure"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Firewall Pod: 19% | Hacker Drone: 18% | Patch Sprite: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Economy theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_HOLO_RAT_MK_II,Holo Rat Mk II,1,1,61,2,Normal,5.7,1,4,Debuff/DoT,,[],"Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Leak Wraith: 19% | Leak Wraith: 18% | Corrode Rat: 18% | STOP: 45%,"{""Primary purpose"": ""Debuff/DoT"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Leak Wraith: 19% | Leak Wraith: 18% | Corrode Rat: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen DoT theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_HOLO_SCOUT_PROXY,Holo Scout Proxy,1,1,76,3,Normal,7.8,1,4,Defense/Tank,,[],"Memorisable pool (5) with tiny deck variance (3/5). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Firewall Pod: 19% | Patch Sprite: 18% | Corrode Rat: 18% | STOP: 45%,"{""Primary purpose"": ""Defense/Tank"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Firewall Pod: 19% | Patch Sprite: 18% | Corrode Rat: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Tank theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (5) with tiny deck variance (3/5). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_CIRCUIT_TECH_RIG,Circuit Tech Rig,1,1,76,3,Normal,6.7,1,4,Defense/Tank,Firewall,"[""First debuff each combat grants 6 Firewall""]","Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Firewall Pod: 19% | Firewall Pod: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Defense/Tank"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Firewall Pod: 19% | Firewall Pod: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +20 HP; deepen Tank theme."", ""Special effects"": ""First debuff each combat grants 6 Firewall."", ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_STATIC_DAEMON_SWARM,Static Daemon Swarm,1,3,85,2,Hard,11.6,1,3,Attack,,[],"Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Corrode Rat: 19% | Patch Sprite: 18% | Signal Imp: 18% | STOP: 45%,"{""Primary purpose"": ""Attack"", ""Actions / turn"": 1, ""Difficulty"": ""Hard"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Corrode Rat: 19% | Patch Sprite: 18% | Signal Imp: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Attacker theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 3"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_NEON_WARDEN_SUITE,Neon Warden Suite,1,3,65,2,Normal,6.9,1,3,Attack,Firewall,"[""Starts combat with 6 Firewall""]","Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Patch Sprite: 34% | Signal Imp: 18% | Firewall Pod: 18% | STOP: 30%,"{""Primary purpose"": ""Attack"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Patch Sprite: 34% | Signal Imp: 18% | Firewall Pod: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen Attacker theme."", ""Special effects"": ""Starts combat with 6 Firewall."", ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_CIRCUIT_DAEMON_ARRAY,Circuit Daemon Array,1,1,38,3,Easy,4.3,1,3,Economy pressure,,[],"Memorisable pool (6) with tiny deck variance (3/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Hacker Drone: 19% | Firewall Pod: 18% | Corrode Rat: 18% | STOP: 45%,"{""Primary purpose"": ""Economy pressure"", ""Actions / turn"": 1, ""Difficulty"": ""Easy"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Hacker Drone: 19% | Firewall Pod: 18% | Corrode Rat: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen Economy theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (3/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_OBSIDIAN_TECH_RIG,Obsidian Tech Rig,1,1,39,2,Easy,4.7,1,4,Debuff/DoT,,"[""Turn 1: plays 2 cards""]","Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Leak Wraith: 19% | Corrode Rat: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Debuff/DoT"", ""Actions / turn"": 1, ""Difficulty"": ""Easy"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Leak Wraith: 19% | Corrode Rat: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +20 HP; deepen DoT theme."", ""Special effects"": ""Turn 1: plays 2 cards."", ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_RAZOR_TECH_NODE,Razor Tech Node,1,1,41,2,Easy,4.6,1,4,Control,,"[""Turn 1: plays 2 cards""]","Memorisable pool (4) with tiny deck variance (2/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Signal Imp: 34% | Firewall Pod: 18% | Patch Sprite: 18% | STOP: 30%,"{""Primary purpose"": ""Control"", ""Actions / turn"": 1, ""Difficulty"": ""Easy"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Signal Imp: 34% | Firewall Pod: 18% | Patch Sprite: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +20 HP; deepen Controller theme."", ""Special effects"": ""Turn 1: plays 2 cards."", ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (2/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_ECHO_DAEMON_CREW,Echo Daemon Crew,1,1,61,2,Normal,8.5,1,4,Debuff/DoT,Firewall,"[""First debuff each combat grants 6 Firewall""]","Memorisable pool (4) with tiny deck variance (2/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Leak Wraith: 19% | Corrode Rat: 18% | Leak Wraith: 18% | STOP: 45%,"{""Primary purpose"": ""Debuff/DoT"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Leak Wraith: 19% | Corrode Rat: 18% | Leak Wraith: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +20 HP; deepen DoT theme."", ""Special effects"": ""First debuff each combat grants 6 Firewall."", ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (2/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_OBSIDIAN_POD_MK_I,Obsidian Pod Mk I,1,2,76,2,Hard,16.2,1,4,Support/Heal,,[],"Memorisable pool (4) with tiny deck variance (2/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Patch Sprite: 19% | Corrode Rat: 18% | Patch Sprite: 18% | STOP: 45%,"{""Primary purpose"": ""Support/Heal"", ""Actions / turn"": 1, ""Difficulty"": ""Hard"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Patch Sprite: 19% | Corrode Rat: 18% | Patch Sprite: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Healer theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (2/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_ION_SNIPER_RIG,Ion Sniper Rig,1,2,59,3,Normal,4.8,1,3,Economy pressure,,"[""Turn 1: plays 2 cards""]","Memorisable pool (5) with tiny deck variance (3/5). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Patch Sprite: 34% | Leak Wraith: 18% | Signal Imp: 18% | STOP: 30%,"{""Primary purpose"": ""Economy pressure"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Patch Sprite: 34% | Leak Wraith: 18% | Signal Imp: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Economy theme."", ""Special effects"": ""Turn 1: plays 2 cards."", ""Design notes / justification"": ""Memorisable pool (5) with tiny deck variance (3/5). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_NULL_SHAMAN_UNIT,Null Shaman Unit,1,2,56,2,Normal,7.3,1,4,Support/Heal,,"[""On death: deals 3 damage to ALL active characters""]","Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Patch Sprite: 19% | Patch Sprite: 18% | Corrode Rat: 18% | STOP: 45%,"{""Primary purpose"": ""Support/Heal"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Patch Sprite: 19% | Patch Sprite: 18% | Corrode Rat: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen Healer theme."", ""Special effects"": ""On death: deals 3 damage to ALL active characters."", ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_HOLO_SNIPER_SUITE,Holo Sniper Suite,1,3,127,2,Elite,25.6,1,4,Control,,[],"Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Signal Imp: 19% | Signal Imp: 18% | Patch Sprite: 18% | STOP: 45%,"{""Primary purpose"": ""Control"", ""Actions / turn"": 1, ""Difficulty"": ""Elite"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Signal Imp: 19% | Signal Imp: 18% | Patch Sprite: 18% | STOP: 45%"", ""Dupes rule"": ""Allow"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +10 HP; deepen Controller theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 3"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_FLUX_COURIER_PROXY,Flux Courier Proxy,1,2,56,4,Normal,7.0,1,4,Support/Heal,Firewall,"[""Starts combat with 6 Firewall""]","Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Patch Sprite: 19% | Corrode Rat: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Support/Heal"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Patch Sprite: 19% | Corrode Rat: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen Healer theme."", ""Special effects"": ""Starts combat with 6 Firewall."", ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_VANTA_TECH_NODE,Vanta Tech Node,1,2,56,4,Normal,8.3,1,4,Support/Heal,,[],"Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Patch Sprite: 19% | Corrode Rat: 18% | Leak Wraith: 18% | STOP: 45%,"{""Primary purpose"": ""Support/Heal"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Patch Sprite: 19% | Corrode Rat: 18% | Leak Wraith: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Healer theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_KILO_SNIPER_ARRAY,Kilo Sniper Array,1,2,64,2,Normal,7.7,1,4,Control,,[],"Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Signal Imp: 34% | Patch Sprite: 18% | Hacker Drone: 18% | STOP: 30%,"{""Primary purpose"": ""Control"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Signal Imp: 34% | Patch Sprite: 18% | Hacker Drone: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Controller theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_OBSIDIAN_HACKER_SWARM,Obsidian Hacker Swarm,1,3,145,2,Elite,27.4,1,4,Mixed threat,,"[""On death: deals 3 damage to ALL active characters""]","Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Signal Imp: 19% | Patch Sprite: 18% | Leak Wraith: 18% | STOP: 45%,"{""Primary purpose"": ""Mixed threat"", ""Actions / turn"": 1, ""Difficulty"": ""Elite"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Signal Imp: 19% | Patch Sprite: 18% | Leak Wraith: 18% | STOP: 45%"", ""Dupes rule"": ""Allow"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen EliteMixed theme."", ""Special effects"": ""On death: deals 3 damage to ALL active characters."", ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 3"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_HOLO_POD_NODE,Holo Pod Node,1,2,61,3,Normal,5.8,1,4,Debuff/DoT,,"[""On death: deals 3 damage to ALL active characters""]","Memorisable pool (5) with tiny deck variance (3/5). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Leak Wraith: 19% | Patch Sprite: 18% | Signal Imp: 18% | STOP: 45%,"{""Primary purpose"": ""Debuff/DoT"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Leak Wraith: 19% | Patch Sprite: 18% | Signal Imp: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen DoT theme."", ""Special effects"": ""On death: deals 3 damage to ALL active characters."", ""Design notes / justification"": ""Memorisable pool (5) with tiny deck variance (3/5). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_ECHO_SNIPER_PACK_2,Echo Sniper Pack 2,1,2,76,3,Normal,7.6,1,4,Defense/Tank,,[],"Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Firewall Pod: 34% | Patch Sprite: 18% | Firewall Pod: 18% | STOP: 30%,"{""Primary purpose"": ""Defense/Tank"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Firewall Pod: 34% | Patch Sprite: 18% | Firewall Pod: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Tank theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
